STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/15/1991,70,70,18.12,2317,2026,0,0.1,0,,40,21,,300,,,315,,,28,,,34.4,,,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/16/1991,20,10,21.47,150,1306,0,0,0,,28,16,,290,,,315,,,30,,,42.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/17/1991,80,90,13.2,50,114,0.04,0.7,0,,38,24,,260,,,270,,,21,,,27.5,,1,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/18/1991,90,100,7.16,1815,1816,0.25,0.3,0,,41,27,,90,,,90,,,15,,,20.8,,1,,,1,,,,1,,,,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/19/1991,100,100,5.59,1741,1706,0.21,0,0,,47,40,,210,,,180,,,14.1,,,17.2,,1,1,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/20/1991,80,100,12.08,1950,1909,0.03,0,0,,57,41,,290,,,315,,,17.9,,,28.9,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/21/1991,30,40,9.4,50,935,0,0,0,,53,33,,300,,,225,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/22/1991,20,10,14.76,1550,1557,0,0,0,,64,38,,310,,,315,,,29.1,,,44.7,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/23/1991,40,40,13.42,650,412,0,0,0,,39,22,,340,,,360,,,21,,,36.7,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/24/1991,80,100,7.38,1350,1447,0,0,0,,44,21,,170,,,180,,,13,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/25/1991,100,100,6.26,2350,2346,0.03,0,0,,47,35,,20,,,360,,,13,,,13.9,,1,1,,1,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/26/1991,100,100,10.74,150,2016,0.43,6.4,1,,36,31,,360,,,360,,0.2,16.1,,,18.3,,1,,,1,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/27/1991,60,50,13.87,1350,1547,0.02,0.4,7,,36,28,,300,,,270,,0.4,25.1,,,30,,1,,,,,,,,,,,,,,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/28/1991,60,60,10.74,150,324,0,0,4,,42,32,,220,,,270,,,16.1,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/1/1991,60,70,8.05,1550,1622,0,0,0,,54,36,,190,,,180,,,16.1,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/2/1991,100,100,13.2,950,940,0.36,0,0,,56,46,,190,,,180,,,28,,,35.6,,1,1,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/3/1991,100,100,8.5,2150,2140,1.04,0,0,,63,44,,100,,,90,,,30,,,39.1,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/4/1991,100,100,16.11,1050,1142,0.19,0,0,,54,42,,180,,,180,,,23,,,32.2,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/5/1991,30,30,12.97,550,222,0,0,0,,53,39,,310,,,315,,,21,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/6/1991,60,70,11.41,2350,2327,0.13,0,0,,53,34,,180,,,180,,,23,,,31.1,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/7/1991,60,70,19.69,1650,1604,0.05,0,0,,53,34,,290,,,270,,,31.1,,,39.1,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/8/1991,0,10,17.22,250,243,0,0,0,,42,29,,310,,,315,,,25.9,,,32.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/9/1991,0,0,13.2,1650,1513,0,0,0,,45,28,,290,,,315,,,19.9,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/10/1991,40,50,15.88,2150,1703,0,0,0,,44,29,,310,,,315,,,23,,,36.7,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/11/1991,0,0,18.34,1250,112,0,0,0,,42,26,,300,,,315,,,21.9,,,32.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/12/1991,0,0,15.43,1450,1433,0,0,0,,48,26,,300,,,315,,,19.9,,,31.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/13/1991,70,80,6.71,50,27,0,0,0,,44,29,,310,,,315,,,14.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/14/1991,100,100,16.11,1550,1531,0.22,0,0,,39,36,,40,,,45,,,21,,,28.9,,1,,,,,,,,,,,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/15/1991,80,100,12.3,1650,758,0.13,0.6,0,,39,34,,350,,,360,,,21,,,25.3,,1,,,,,,,,,,,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/16/1991,10,20,10.29,1650,1744,0,0,0,,57,34,,350,,,315,,,16.1,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/17/1991,30,10,8.28,1650,1640,0,0,0,,53,35,,200,,,180,,,16.1,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/18/1991,100,100,11.41,1342,1343,0.39,0,0,,50,42,,160,,,135,,,23,,,33.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/19/1991,80,70,16.33,2250,1619,0.06,0,0,,56,42,,320,,,315,,,29.1,,,38,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/20/1991,20,10,16.55,1550,1603,0,0,0,,57,43,,310,,,315,,,23.9,,,32.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/21/1991,80,100,6.93,1350,1342,0,0,0,,45,36,,140,,,135,,,13,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/22/1991,80,100,9.62,2350,2338,0.01,0,0,,48,36,,70,,,90,,,14.1,,,20.8,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/23/1991,100,100,15.66,1450,1531,0.43,0,0,,41,38,,90,,,90,,,23,,,36.7,,1,,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/24/1991,90,100,9.17,1729,1736,0.07,0,0,,50,38,,330,,,315,,,21,,,27.5,,1,,1,,,,,1,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/25/1991,70,90,8.5,2350,143,0,0,0,,52,36,,330,,,315,,,16.1,,,20.8,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/26/1991,60,60,8.28,1550,1712,0,0,0,,51,36,,190,,,180,,,14.1,,,18.3,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/27/1991,100,100,7.16,950,943,0.15,0,0,,50,42,,130,,,135,,,12.1,,,16.1,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/28/1991,50,30,16.11,1250,1719,0,0,0,,76,47,,280,,,270,,,30,,,36.7,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/29/1991,100,100,8.05,1150,1118,0.14,0,0,,59,46,,210,,,225,,,15,,,25.3,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/30/1991,70,90,15.21,706,831,0.26,0.1,0,,46,33,,360,,,360,,,23.9,,,32.2,,1,,,1,,,,,,,,,,1,,1,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/31/1991,20,10,8.72,2350,1426,0,0,0,,45,30,,340,,,90,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/1/1991,70,90,8.05,850,2303,0.11,0,0,,45,36,,140,,,270,,,12.1,,,18.3,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/2/1991,40,60,14.54,1450,1422,0,0,0,,50,38,,290,,,270,,,17.9,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/3/1991,0,0,9.4,1650,1535,0,0,0,,50,36,,200,,,180,,,14.1,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/4/1991,30,30,11.86,1650,1650,0,0,0,,56,38,,190,,,180,,,17.9,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/5/1991,80,90,8.72,1815,1808,0.02,0,0,,59,43,,240,,,225,,,15,,,21.9,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/6/1991,70,70,9.17,1550,1543,0,0,0,,69,49,,190,,,180,,,15,,,18.3,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/7/1991,40,30,10.74,1350,1302,0,0,0,,81,53,,250,,,225,,,16.1,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/8/1991,60,70,8.5,1450,1424,0,0,0,,80,56,,200,,,180,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/9/1991,60,60,7.61,1450,1357,0,0,0,,73,53,,180,,,180,,,13,,,18.3,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/10/1991,50,60,18.34,2050,2055,0,0,0,,72,49,,290,,,270,,,34.9,,,41.4,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/11/1991,10,0,21.7,1450,1610,0,0,0,,60,43,,310,,,315,,,29.1,,,38,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/12/1991,10,10,12.97,1450,622,0,0,0,,56,39,,20,,,360,,,21,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/13/1991,90,100,9.4,1350,1332,0.32,0,0,,50,40,,190,,,180,,,16.1,,,23,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/14/1991,90,80,10.96,1550,1335,0.01,0,0,,52,40,,130,,,135,,,16.1,,,21.9,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/15/1991,100,100,8.5,2250,2247,0.38,0,0,,52,43,,290,,,270,,,17,,,26.4,,1,1,,,,,,,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/16/1991,30,20,12.53,1250,2007,0.02,0,0,,73,49,,270,,,270,,,21,,,30,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/17/1991,90,100,7.83,2150,8,0.51,0,0,,62,46,,80,,,315,,,13,,,19.5,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/18/1991,100,100,12.53,950,541,0,0,0,,50,44,,50,,,90,,,16.1,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/19/1991,80,100,9.84,1050,1439,0,0,0,,53,38,,150,,,135,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/20/1991,100,100,11.41,2350,2236,0.05,0,0,,49,43,,60,,,90,,,17,,,26.4,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/21/1991,100,100,18.57,1128,909,2.12,0,0,,46,42,,30,,,45,,,25.9,,,39.1,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/22/1991,100,100,16.11,1150,1315,0.07,0,0,,52,41,,260,,,270,,,25.9,,,34.4,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/23/1991,10,10,12.97,1650,1653,0,0,0,,62,46,,190,,,180,,,21,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/24/1991,80,100,6.71,1829,1825,0.08,0,0,,56,45,,210,,,225,,,13,,,16.1,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/25/1991,20,10,10.29,1050,1151,0,0,0,,72,48,,350,,,360,,,19.9,,,26.4,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/26/1991,70,70,10.07,1950,1954,0,0,0,,68,47,,190,,,180,,,21,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/27/1991,80,70,7.61,1550,1615,0,0,0,,67,52,,190,,,180,,,13,,,17.2,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/28/1991,60,50,12.75,1250,1344,0,0,0,,64,50,,100,,,90,,,21.9,,,28.9,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/29/1991,100,100,8.72,1350,1031,0,0,0,,56,50,,110,,,90,,,12.1,,,16.1,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/30/1991,90,100,5.59,2350,928,0.21,0,0,,61,51,,50,,,135,,,8.9,,,15,,1,1,,,,,,1,,,,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/1/1991,80,80,7.61,1750,2200,0,0,0,,57,49,,160,,,45,,,13,,,16.1,,1,1,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/2/1991,30,40,14.99,1450,1748,0,0,0,,69,51,,300,,,315,,,23.9,,,31.1,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/3/1991,50,60,17.67,1650,1926,0,0,0,,64,50,,350,,,315,,,23.9,,,34.4,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/4/1991,10,20,11.86,2350,1147,0,0,0,,71,49,,330,,,360,,,17,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/5/1991,20,10,10.07,1450,1403,0,0,0,,63,49,,160,,,135,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/6/1991,90,100,10.51,1523,2338,1.71,0,0,,63,54,,170,,,270,,,17,,,23,,1,1,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/7/1991,30,30,13.2,1450,1134,0,0,0,,67,56,,270,,,270,,,21,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/8/1991,50,60,10.07,1250,1538,0,0,0,,75,53,,280,,,315,,,15,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/9/1991,90,100,6.71,2150,2002,0,0,0,,61,52,,210,,,225,,,8.9,,,15,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/10/1991,50,60,8.5,941,943,0.04,0,0,,69,54,,10,,,360,,,21,,,25.3,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/11/1991,20,10,10.96,1550,1634,0,0,0,,74,54,,200,,,180,,,17.9,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/12/1991,50,70,11.18,1550,1549,0,0,0,,89,57,,300,,,315,,,21,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/13/1991,10,10,7.16,1650,1609,0,0,0,,78,64,,190,,,180,,,15,,,21.9,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/14/1991,70,70,8.05,2250,2248,0.12,0,0,,87,62,,20,,,360,,,21.9,,,27.5,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/15/1991,40,50,6.04,1350,1243,0,0,0,,81,59,,200,,,225,,,12.1,,,18.3,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/16/1991,40,60,9.84,1750,1612,0,0,0,,77,58,,200,,,180,,,17.9,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/17/1991,60,70,9.4,1750,1755,0,0,0,,73,59,,210,,,225,,,17,,,20.8,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/18/1991,80,80,10.51,620,516,0,0,0,,75,52,,20,,,45,,,17,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/19/1991,40,40,6.71,1650,1828,0,0,0,,59,48,,190,,,180,,,12.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/20/1991,0,0,9.84,1850,1907,0,0,0,,65,50,,190,,,180,,,15,,,23,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/21/1991,0,0,10.51,1350,1336,0,0,0,,74,50,,190,,,180,,,17,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/22/1991,60,50,8.28,1529,1327,0,0,0,,89,64,,190,,,270,,,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/23/1991,60,40,8.95,1350,1544,0,0,0,,79,59,,120,,,90,,,14.1,,,18.3,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/24/1991,90,90,7.16,1650,1510,0,0,0,,71,58,,190,,,180,,,15,,,19.5,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/25/1991,30,40,8.72,1250,1617,0,0,0,,91,67,,240,,,225,,,15,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/26/1991,50,40,8.28,1250,1208,0,0,0,,80,62,,120,,,135,,,13,,,18.3,,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/27/1991,100,100,6.26,1950,1603,0.64,0,0,,78,58,,210,,,180,,,13,,,17.2,,1,1,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/28/1991,30,30,9.4,1450,1227,0.49,0,0,,91,70,,310,,,315,,,17,,,25.3,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/29/1991,30,30,7.83,1850,1802,0,0,0,,82,68,,200,,,180,,,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/30/1991,60,60,4.47,1822,1757,0.12,0,0,,84,68,,200,,,225,,,14.1,,,21.9,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/31/1991,50,60,5.82,1429,1434,1.08,0,0,,91,69,,300,,,270,,,15,,,23,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/1/1991,40,40,8.95,1650,1315,0,0,0,,86,71,,30,,,315,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/2/1991,50,50,6.26,1650,1834,0,0,0,,76,64,,200,,,180,,,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/3/1991,50,40,7.16,1850,2212,0.38,0,0,,81,65,,180,,,315,,,12.1,,,23,,1,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/4/1991,80,90,12.3,1050,1113,0.04,0,0,,70,57,,30,,,45,,,16.1,,,25.3,,,,1,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/5/1991,70,60,8.05,1510,122,0,0,0,,68,53,,50,,,45,,,14.1,,,19.5,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/6/1991,50,50,6.26,1450,1557,0,0,0,,70,54,,190,,,180,,,10.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/7/1991,10,10,7.38,1950,1113,0,0,0,,79,59,,220,,,360,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/8/1991,40,40,8.5,1150,1309,0,0,0,,87,64,,300,,,270,,,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/9/1991,40,40,7.16,1350,1953,0,0,0,,79,64,,160,,,180,,,12.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/10/1991,80,80,7.16,1450,2313,0,0,0,,90,65,,260,,,270,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/11/1991,90,80,9.84,1717,2243,0.27,0,0,,89,68,,300,,,270,,,17,,,23,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/12/1991,70,70,9.84,1558,1557,0.33,0,0,,82,64,,360,,,360,,,23.9,,,34.4,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/13/1991,0,0,13.65,1250,5,0,0,0,,78,57,,340,,,360,,,16.1,,,30,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/1991,60,70,8.5,1750,1725,0,0,0,,75,59,,200,,,180,,,15,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/1991,50,50,8.95,1550,1631,0,0,0,,80,65,,180,,,180,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/1991,70,60,7.38,1450,1443,0,0,0,,91,73,,210,,,225,,,17,,,23,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/1991,90,90,6.71,1842,1825,0,0,0,,83,66,,100,,,90,,,15,,,20.8,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/1991,100,100,6.93,1250,1204,0.11,0,0,,67,61,,110,,,135,,,10.1,,,16.1,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/1991,100,100,6.26,1239,820,0.49,0,0,,66,60,,50,,,90,,,8.1,,,11.4,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/1991,30,30,7.83,1950,1812,0,0,0,,87,66,,210,,,225,,,12.1,,,17.2,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/1991,10,0,6.71,1750,1737,0,0,0,,89,69,,190,,,180,,,10.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/1991,70,90,8.95,650,905,0.03,0,0,,80,66,,80,,,45,,,13,,,19.5,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/1991,70,80,9.62,1550,1043,0.04,0,0,,72,60,,50,,,45,,,14.1,,,20.8,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/1991,20,30,10.29,1650,1810,0,0,0,,78,59,,190,,,180,,,15,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/1991,30,40,13.42,1950,1729,0,0,0,,78,63,,200,,,180,,,21,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/1991,40,30,14.09,1550,1644,0,0,0,,83,65,,200,,,225,,,17.9,,,25.3,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/1991,80,60,12.08,1650,1324,0,0,0,,85,66,,200,,,180,,,15,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/1991,60,50,12.08,1950,1736,0,0,0,,92,69,,240,,,225,,,16.1,,,24.2,,,,,,,,,1,,,,,,,,,,,,
