STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/1972,100,100,,,,0,0,0,,73,62,,180,,,,,,17,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/1972,60,60,,,,0.06,0,0,,72,62,,180,,,,,,31.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/1972,80,80,,,,0.16,0,0,,74,62,,180,,,,,,15,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/1972,100,100,,,,1.44,0,0,,81,64,,360,,,,,,16.1,,,,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/1972,100,100,,,,1.49,0,0,,69,63,,90,,,,,,16.1,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/1972,100,100,,,,0.05,0,0,,68,62,,90,,,,,,16.1,,,,,1,1,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/1972,90,90,,,,0,0,0,,77,65,,140,,,,,,14.1,,,,,1,1,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/1972,100,100,,,,0.11,0,0,,75,68,,130,,,,,,21,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/1972,90,100,,,,0.83,0,0,,73,62,,240,,,,,,32,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/1972,90,100,,,,0.31,0,0,,67,58,,160,,,,,,23.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/1972,80,70,,,,0,0,0,,69,58,,200,,,,,,17,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/1972,80,80,,,,0.17,0,0,,70,62,,200,,,,,,12.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/1972,90,100,,,,0.06,0,0,,72,62,,200,,,,,,15,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/1972,40,50,,,,0,0,0,,77,58,,190,,,,,,19.9,,,,,1,1,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/1972,20,20,,,,0,0,0,,81,66,,170,,,,,,17.9,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/29/1972,80,90,,,,0.39,0,0,,75,65,,100,,,,,,19.9,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/30/1972,80,70,,,,0.65,0,0,,78,67,,180,,,,,,16.1,,,,,1,1,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/1/1972,40,50,,,,0,0,0,,87,67,,290,,,,,,16.1,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/2/1972,50,60,,,,0,0,0,,86,72,,180,,,,,,15,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/3/1972,80,90,,,,0.27,0,0,,80,73,,290,,,,,,25.1,,,,,,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/4/1972,60,60,,,,0,0,0,,80,67,,360,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/5/1972,100,100,,,,0.19,0,0,,68,62,,40,,,,,,17.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/6/1972,40,40,,,,0,0,0,,75,59,,180,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/7/1972,70,80,,,,0,0,0,,78,63,,180,,,,,,14.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/8/1972,60,50,,,,0.12,0,0,,77,65,,180,,,,,,19.9,,,,,,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/9/1972,60,40,,,,0,0,0,,78,64,,190,,,,,,17,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/10/1972,40,30,,,,0,0,0,,78,68,,180,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/11/1972,40,30,,,,0,0,0,,83,71,,190,,,,,,16.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/12/1972,60,60,,,,0,0,0,,83,72,,190,,,,,,21.9,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/13/1972,90,100,,,,1.18,0,0,,74,69,,190,,,,,,25.1,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/14/1972,70,60,,,,0,0,0,,84,71,,180,,,,,,16.1,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/15/1972,20,30,,,,0,0,0,,83,71,,180,,,,,,23,,,,,1,1,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/16/1972,60,60,,,,0.01,0,0,,85,72,,180,,,,,,16.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/17/1972,70,60,,,,0,0,0,,87,73,,180,,,,,,14.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/18/1972,50,40,,,,0,0,0,,87,74,,180,,,,,,13,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/19/1972,50,40,,,,0,0,0,,90,75,,190,,,,,,17.9,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/20/1972,70,60,,,,0.07,0,0,,90,74,,140,,,,,,15,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/21/1972,80,90,,,,0.7,0,0,,90,74,,320,,,,,,23,,,,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/22/1972,30,40,,,,0,0,0,,96,78,,320,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/23/1972,30,30,,,,0,0,0,,100,78,,300,,,,,,21,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/24/1972,50,50,,,,0,0,0,,95,77,,300,,,,,,19.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/25/1972,70,80,,,,0.04,0,0,,91,71,,230,,,,,,32,,,,,,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/26/1972,50,50,,,,0,0,0,,84,70,,270,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/27/1972,70,70,,,,0,0,0,,85,70,,320,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/28/1972,40,30,,,,0,0,0,,86,69,,270,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/29/1972,60,70,,,,0,0,0,,80,67,,190,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/30/1972,80,80,,,,0,0,0,,85,69,,140,,,,,,15,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/31/1972,100,100,,,,0.02,0,0,,74,70,,90,,,,,,12.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/1/1972,50,30,,,,0,0,0,,86,69,,200,,,,,,15,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/2/1972,70,70,,,,0,0,0,,84,71,,100,,,,,,14.1,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/3/1972,80,70,,,,0,0,0,,84,72,,180,,,,,,17.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/4/1972,60,60,,,,0,0,0,,84,68,,10,,,,,,16.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/5/1972,30,50,,,,0,0,0,,78,61,,40,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/6/1972,50,60,,,,0,0,0,,78,58,,180,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/7/1972,80,80,,,,0.03,0,0,,83,73,,190,,,,,,21.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/8/1972,40,40,,,,0,0,0,,86,72,,280,,,,,,17.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/9/1972,60,70,,,,0,0,0,,87,70,,300,,,,,,25.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/10/1972,20,40,,,,0,0,0,,78,61,,300,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/11/1972,30,40,,,,0,0,0,,77,62,,190,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/12/1972,70,90,,,,0,0,0,,77,65,,200,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/13/1972,50,60,,,,0,0,0,,85,69,,190,,,,,,13,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/14/1972,50,50,,,,0,0,0,,82,70,,200,,,,,,17,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/15/1972,60,60,,,,0.2,0,0,,76,59,,20,,,,,,21,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/16/1972,50,50,,,,0,0,0,,75,55,,200,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/17/1972,100,100,,,,0,0,0,,71,65,,160,,,,,,13,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/18/1972,70,70,,,,0,0,0,,79,68,,180,,,,,,13,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/19/1972,40,40,,,,0,0,0,,85,70,,10,,,,,,17,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/20/1972,10,20,,,,0,0,0,,81,66,,180,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/21/1972,0,10,,,,0,0,0,,79,65,,170,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/22/1972,10,20,,,,0,0,0,,81,65,,180,,,,,,17.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/23/1972,10,10,,,,0,0,0,,80,66,,190,,,,,,19.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/24/1972,50,50,,,,0,0,0,,88,71,,180,,,,,,16.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/25/1972,60,70,,,,0,0,0,,87,73,,200,,,,,,13,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/26/1972,70,80,,,,0.14,0,0,,90,73,,140,,,,,,13,,,,,,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/27/1972,80,70,,,,0,0,0,,85,72,,190,,,,,,19.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/28/1972,70,70,,,,0.05,0,0,,85,75,,240,,,,,,17.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/29/1972,50,50,,,,0,0,0,,89,71,,310,,,,,,13,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/30/1972,10,10,,,,0,0,0,,84,68,,140,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/31/1972,10,10,,,,0,0,0,,85,63,,190,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/1/1972,60,70,,,,0,0,0,,82,61,,90,,,,,,14.1,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/2/1972,100,100,,,,0.09,0,0,,76,70,,40,,,,,,21,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/3/1972,60,50,,,,0.43,0,0,,84,68,,360,,,,,,25.9,,,,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/4/1972,30,30,,,,0,0,0,,78,66,,330,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/5/1972,50,70,,,,0,0,0,,75,59,,330,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/6/1972,10,10,,,,0,0,0,,78,57,,190,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/7/1972,10,20,,,,0,0,0,,78,58,,160,,,,,,15,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/8/1972,40,30,,,,0,0,0,,78,59,,160,,,,,,14.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/9/1972,60,80,,,,0,0,0,,82,63,,10,,,,,,21.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/10/1972,0,0,,,,0,0,0,,75,58,,10,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/11/1972,40,40,,,,0,0,0,,80,57,,240,,,,,,19.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/12/1972,80,80,,,,0,0,0,,76,67,,250,,,,,,16.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/13/1972,80,90,,,,0.18,0,0,,75,64,,200,,,,,,17,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/14/1972,80,70,,,,0,0,0,,89,68,,280,,,,,,17.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/15/1972,30,40,,,,0,0,0,,74,63,,160,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/16/1972,40,40,,,,0,0,0,,84,64,,270,,,,,,16.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/17/1972,20,20,,,,0,0,0,,83,68,,180,,,,,,19.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/18/1972,80,80,,,,0.22,0,0,,80,72,,160,,,,,,16.1,,,,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/19/1972,90,80,,,,0.01,0,0,,83,62,,10,,,,,,25.1,,,,,1,,1,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/20/1972,100,100,,,,0,0,0,,62,58,,30,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/21/1972,100,100,,,,0,0,0,,65,57,,50,,,,,,17,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/22/1972,40,30,,,,0,0,0,,81,58,,330,,,,,,21,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/23/1972,40,40,,,,0,0,0,,69,49,,10,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/24/1972,90,100,,,,0,0,0,,69,53,,170,,,,,,14.1,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/25/1972,50,40,,,,0,0,0,,78,63,,180,,,,,,14.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/26/1972,60,50,,,,0,0,0,,78,69,,180,,,,,,17,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/27/1972,100,100,,,,0.23,0,0,,84,68,,20,,,,,,16.1,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/28/1972,70,50,,,,0,0,0,,69,61,,40,,,,,,19.9,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/29/1972,100,100,,,,0.15,0,0,,68,60,,50,,,,,,14.1,,,,,1,1,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/30/1972,100,100,,,,0.18,0,0,,72,55,,320,,,,,,23,,,,,1,1,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/1/1972,20,20,,,,0,0,0,,63,46,,340,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/2/1972,0,0,,,,0,0,0,,66,48,,190,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/3/1972,20,40,,,,0,0,0,,70,49,,190,,,,,,15,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/4/1972,50,60,,,,0,0,0,,70,50,,140,,,,,,14.1,,,,,1,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/5/1972,70,60,,,,0,0,0,,73,56,,80,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/6/1972,90,90,,,,0.61,0,0,,76,62,,80,,,,,,21.9,,,,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/7/1972,100,100,,,,2.81,0,0,,67,56,,350,,,,,,29.1,,,,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/8/1972,30,10,,,,0,0,0,,71,52,,280,,,,,,29.1,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/9/1972,30,40,,,,0,0,0,,61,49,,320,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/10/1972,10,10,,,,0,0,0,,55,42,,320,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/11/1972,20,30,,,,0,0,0,,62,38,,200,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/12/1972,90,100,,,,0.07,0,0,,60,56,,230,,,,,,19.9,,,,,1,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/13/1972,30,60,,,,0,0,0,,59,46,,320,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/14/1972,50,60,,,,0,0,0,,63,43,,220,,,,,,21,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/15/1972,40,20,,,,0.01,0,0,,60,41,,320,,,,,,30,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/16/1972,90,100,,,,0,0,0,,61,41,,210,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/17/1972,30,40,,,,0,0,0,,68,49,,340,,,,,,21.9,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/18/1972,60,70,,,,0.06,0,0,,52,42,,320,,,,,,19.9,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/19/1972,90,100,,,,0.65,0,0,,46,39,,10,,,,,,21,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/20/1972,0,0,,,,0,0,0,,49,35,,350,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/21/1972,60,70,,,,0,0,0,,54,33,,240,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/22/1972,100,100,,,,0,0,0,,59,49,,190,,,,,,8.9,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/23/1972,90,90,,,,0,0,0,,66,52,,180,,,,,,17.9,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/24/1972,60,60,,,,0,0,0,,72,56,,230,,,,,,17,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/25/1972,50,30,,,,0,0,0,,60,49,,310,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/26/1972,40,40,,,,0,0,0,,56,47,,360,,,,,,12.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/27/1972,50,60,,,,0,0,0,,61,41,,130,,,,,,10.1,,,,,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/28/1972,100,100,,,,0.78,0,0,,68,59,,130,,,,,,25.1,,,,,1,1,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/29/1972,90,100,,,,0.01,0,0,,68,55,,330,,,,,,21,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/30/1972,20,20,,,,0,0,0,,55,41,,360,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/31/1972,70,80,,,,0,0,0,,49,38,,360,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/1/1972,90,100,,,,0.01,0,0,,54,47,,70,,,,,,16.1,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/2/1972,100,100,,,,0.47,0,0,,60,52,,190,,,,,,15,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/3/1972,40,30,,,,0,0,0,,70,49,,290,,,,,,29.1,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/4/1972,80,100,,,,0.1,0,0,,58,47,,80,,,,,,21,,,,,,,,,,,,,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/5/1972,90,100,,,,0.11,0,0,,51,45,,10,,,,,,17.9,,,,,,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/6/1972,80,90,,,,0,0,0,,51,44,,360,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/7/1972,80,80,,,,0,0,0,,60,42,,160,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/8/1972,100,100,,,,3.92,0,0,,61,52,,50,,,,,,38,,,,,1,,,,,,,1,,,,,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/9/1972,70,80,,,,0.17,0,0,,57,48,,330,,,,,,36.9,,,,,,,,,,,,,,,,,,1,,,,,,
